Cell_ID,Session_ID,Local_Index,Depth,Average_Firing_Rate,BTM,BSM,Ordering,Session_Cell_ID,NP_ID,good_cell
936,6,54,2120.0,1.08885017,-1.0,-1.0,233,6_936,NP39_54,False
437,6,55,2080.0,4.15940767,-1.0,-1.0,570,6_437,NP39_55,False
906,6,56,2060.0,5.18137133,-1.0,-1.0,455,6_906,NP39_56,False
429,6,57,2020.0,2.69412643,-1.0,-1.0,252,6_429,NP39_57,False
428,6,58,2000.0,6.30910901,-1.0,-1.0,134,6_428,NP39_58,False
739,6,59,1980.0,0.98929816,-1.0,-1.0,310,6_739,NP39_59,False
912,6,60,1880.0,0.32976605,-1.0,-1.0,150,6_912,NP39_60,False
410,6,61,1840.0,2.95545047,-1.0,-1.0,543,6_410,NP39_61,False
407,6,62,1820.0,2.18703335,-1.0,-1.0,12,6_407,NP39_62,False
798,6,63,1800.0,1.72816078,-1.0,-1.0,500,6_798,NP39_63,False
954,6,64,1800.0,0.41998507,-1.0,-1.0,569,6_954,NP39_64,False
800,6,65,1760.0,0.82752613,-1.0,-1.0,90,6_800,NP39_65,False
872,6,66,1740.0,0.49464908,-1.0,-1.0,32,6_872,NP39_66,False
928,6,67,1740.0,0.36398706,-1.0,-1.0,581,6_928,NP39_67,False
964,6,68,1680.0,1.78260329,-1.0,-1.0,541,6_964,NP39_68,False
880,6,69,1600.0,3.16388751,-1.0,-1.0,400,6_880,NP39_69,False
822,6,70,1580.0,2.76412394,-1.0,-1.0,229,6_822,NP39_70,False
316,6,71,1360.0,4.76294176,-1.0,-1.0,225,6_316,NP39_71,False
840,6,72,1340.0,1.32528621,-1.0,-1.0,213,6_840,NP39_72,False
784,6,73,1300.0,0.57709059,-1.0,-1.0,515,6_784,NP39_73,False
930,6,74,1260.0,1.9039323,-1.0,-1.0,633,6_930,NP39_74,False
977,6,75,1220.0,2.57124191,-1.0,-1.0,464,6_977,NP39_75,False
289,6,76,1200.0,0.49776008,-1.0,-1.0,480,6_289,NP39_76,False
282,6,77,1140.0,0.6393106,-1.0,-1.0,598,6_282,NP39_77,False
910,6,78,1120.0,2.72212544,-1.0,-1.0,92,6_910,NP39_78,False
278,6,79,1100.0,1.13551518,-1.0,-1.0,527,6_278,NP39_79,False
850,6,80,1100.0,0.20377053,-1.0,-1.0,331,6_850,NP39_80,False
946,6,81,980.0,1.67216277,-1.0,-1.0,97,6_946,NP39_81,False
985,6,82,940.0,3.49676456,-1.0,-1.0,179,6_985,NP39_82,False
918,6,83,920.0,4.34295669,-1.0,-1.0,183,6_918,NP39_83,True
973,6,84,860.0,15.19879293,-1.0,-1.0,112,6_973,NP39_84,False
902,6,85,760.0,8.57702837,-1.0,-1.0,613,6_902,NP39_85,False
866,6,86,700.0,0.73886262,-1.0,-1.0,439,6_866,NP39_86,False
860,6,87,620.0,6.56110005,-1.0,-1.0,582,6_860,NP39_87,False
916,6,88,620.0,0.47598308,-1.0,-1.0,520,6_916,NP39_88,False
720,6,89,600.0,0.35154306,-1.0,-1.0,411,6_720,NP39_89,False
926,6,90,580.0,5.27625684,-1.0,-1.0,266,6_926,NP39_90,False
904,6,91,400.0,1.47461424,-1.0,-1.0,304,6_904,NP39_91,False
81,6,92,380.0,5.32292185,2.076209086,0.065104167,83,6_81,NP39_92,False
836,6,93,360.0,0.6533101,-1.0,-1.0,217,6_836,NP39_93,False
848,6,94,300.0,3.98519164,-1.0,-1.0,547,6_848,NP39_94,False
870,6,95,300.0,4.63072424,-1.0,-1.0,63,6_870,NP39_95,False
46,6,96,280.0,0.70464161,0.219833903,0.540364583,499,6_46,NP39_96,False
716,6,97,280.0,0.55220259,-1.0,-1.0,617,6_716,NP39_97,False
984,6,98,280.0,11.62114236,-1.0,-1.0,684,6_984,NP39_98,False
846,6,99,180.0,12.27134146,-1.0,-1.0,236,6_846,NP39_99,False
892,6,100,0.0,8.51791936,-1.0,-1.0,428,6_892,NP39_100,False
300,7,0,4960.0,1.5488695,-1.0,-1.0,631,7_300,NP43_0,False
82,7,1,4920.0,2.71052163,0.512945774,0.104166667,272,7_82,NP43_1,False
298,7,2,4820.0,7.08674559,-1.0,-1.0,482,7_298,NP43_2,False
43,7,3,4580.0,16.56355706,0.268685882,0.032552083,466,7_43,NP43_3,False
36,7,4,4480.0,15.69231796,0.854909624,0.110677083,9,7_36,NP43_4,False
25,7,5,4280.0,5.27750579,0.757205667,0.2734375,676,7_25,NP43_5,False
7,7,6,4000.0,1.03480506,2.173913043,0.104166667,290,7_7,NP43_6,False
342,7,7,3920.0,4.11585366,-1.0,-1.0,467,7_342,NP43_7,False
284,7,8,3700.0,3.80541214,-1.0,-1.0,320,7_284,NP43_8,False
259,7,9,3540.0,0.81115364,-1.0,-1.0,261,7_259,NP43_9,False
260,7,10,3500.0,4.20598184,-1.0,-1.0,170,7_260,NP43_10,False
239,7,11,3360.0,9.31658359,-1.0,-1.0,172,7_239,NP43_11,False
236,7,12,3280.0,1.16499021,-1.0,-1.0,109,7_236,NP43_12,True
234,7,13,3260.0,2.21982375,-1.0,-1.0,22,7_234,NP43_13,False
331,7,14,3220.0,1.9327488,-1.0,-1.0,298,7_331,NP43_14,False
309,7,15,3200.0,2.02287698,-1.0,-1.0,139,7_309,NP43_15,False
221,7,16,3160.0,3.25129072,-1.0,-1.0,286,7_221,NP43_16,False
215,7,17,3100.0,2.81400214,-1.0,-1.0,235,7_215,NP43_17,False
213,7,18,3040.0,4.06244437,-1.0,-1.0,396,7_213,NP43_18,False
322,7,19,3040.0,7.51401994,-1.0,-1.0,248,7_322,NP43_19,False
200,7,20,2820.0,6.61941428,-1.0,-1.0,174,7_200,NP43_20,False
198,7,21,2740.0,5.65470892,-1.0,-1.0,107,7_198,NP43_21,False
307,7,22,2740.0,2.47685597,-1.0,-1.0,51,7_307,NP43_22,False
195,7,23,2680.0,11.20259925,-1.0,-1.0,169,7_195,NP43_23,False
179,7,24,2600.0,2.08630052,-1.0,-1.0,33,7_179,NP43_24,False
317,7,25,2600.0,4.10250134,-1.0,-1.0,505,7_317,NP43_25,False
306,7,26,2500.0,3.44489941,-1.0,-1.0,30,7_306,NP43_26,False
173,7,27,2480.0,9.9574951,-1.0,-1.0,153,7_173,NP43_27,False
170,7,28,2440.0,8.3385259,-1.0,-1.0,378,7_170,NP43_28,False
304,7,29,2360.0,6.77964216,-1.0,-1.0,448,7_304,NP43_29,False
162,7,30,2340.0,3.50498487,-1.0,-1.0,402,7_162,NP43_30,False
160,7,31,2260.0,5.81159872,-1.0,-1.0,564,7_160,NP43_31,False
159,7,32,2220.0,3.17117678,-1.0,-1.0,20,7_159,NP43_32,False
150,7,33,2080.0,3.59177497,-1.0,-1.0,404,7_150,NP43_33,False
149,7,34,2020.0,2.9942585,-1.0,-1.0,392,7_149,NP43_34,False
341,7,35,2000.0,5.99853124,-1.0,-1.0,372,7_341,NP43_35,False
114,7,36,1680.0,0.70099697,-1.0,-1.0,422,7_114,NP43_36,False
106,7,37,1620.0,1.98615809,-1.0,-1.0,641,7_106,NP43_37,False
104,7,38,1580.0,3.29468578,3.834880313,0.05859375,16,7_104,NP43_38,False
102,7,39,1540.0,3.80207406,-1.0,-1.0,502,7_102,NP43_39,False
101,7,40,1520.0,1.77252092,-1.0,-1.0,315,7_101,NP43_40,False
98,7,41,1500.0,0.99808617,-1.0,-1.0,28,7_98,NP43_41,False
327,7,42,1480.0,3.43488517,-1.0,-1.0,609,7_327,NP43_42,False
96,7,43,1420.0,5.29753427,-1.0,-1.0,143,7_96,NP43_43,False
90,7,44,1300.0,39.56293395,0.757205667,0.149739583,4,7_90,NP43_44,False
84,7,45,1180.0,11.8034538,-1.0,-1.0,625,7_84,NP43_45,False
63,7,46,1040.0,49.55047178,0.366389839,0.345052083,498,7_63,NP43_46,False
78,7,47,1020.0,18.54303899,1.63654128,0.279947917,82,7_78,NP43_47,False
299,7,48,980.0,1.38196546,-1.0,-1.0,595,7_299,NP43_48,False
57,7,49,940.0,1.0615097,1.685393258,0.05859375,17,7_57,NP43_49,False
51,7,50,860.0,4.543128,2.760136786,0.0,610,7_51,NP43_50,False
296,7,51,860.0,1.4620794,-1.0,-1.0,513,7_296,NP43_51,False
50,7,52,840.0,6.34235357,0.952613581,0.143229167,292,7_50,NP43_52,False
295,7,53,840.0,5.44107175,-1.0,-1.0,85,7_295,NP43_53,False
48,7,54,820.0,0.87791526,0.268685882,0.221354167,643,7_48,NP43_54,False
32,7,55,580.0,2.4201086,0.024425989,0.325520833,630,7_32,NP43_55,False
33,7,56,580.0,7.28369236,-1.0,-1.0,271,7_33,NP43_56,False
30,7,57,560.0,45.4379562,2.027357108,0.1171875,342,7_30,NP43_57,False
294,7,58,520.0,2.67714082,-1.0,-1.0,654,7_294,NP43_58,False
26,7,59,460.0,5.28752003,1.831949194,0.045572917,561,7_26,NP43_59,False
293,7,60,380.0,2.0362293,-1.0,-1.0,647,7_293,NP43_60,False
8,7,61,180.0,1.90938223,0.610649731,0.364583333,443,7_8,NP43_61,False
465,8,0,7420.0,10.94512195,-1.0,-1.0,106,8_465,NP48_0,False
409,8,1,6180.0,3.23170732,-1.0,-1.0,405,8_409,NP48_1,False
389,8,2,6140.0,1.00609756,-1.0,-1.0,305,8_389,NP48_2,False
500,8,3,5880.0,10.19715447,-1.0,-1.0,509,8_500,NP48_3,False
382,8,4,5800.0,0.14837398,-1.0,-1.0,207,8_382,NP48_4,False
487,8,5,5800.0,3.41056911,-1.0,-1.0,536,8_487,NP48_5,False
174,8,6,5760.0,0.98577236,-1.0,-1.0,201,8_174,NP48_6,False
170,8,7,5700.0,0.80691057,-1.0,-1.0,378,8_170,NP48_7,False
377,8,8,5520.0,0.33943089,-1.0,-1.0,343,8_377,NP48_8,False
491,8,9,5500.0,6.38617886,-1.0,-1.0,408,8_491,NP48_9,False
469,8,10,5380.0,12.79268293,-1.0,-1.0,222,8_469,NP48_10,True
497,8,11,5300.0,5.23373984,-1.0,-1.0,495,8_497,NP48_11,False
504,8,12,5220.0,4.05894309,-1.0,-1.0,152,8_504,NP48_12,False
135,8,13,5200.0,1.69715447,-1.0,-1.0,256,8_135,NP48_13,False
503,8,14,5200.0,7.0101626,-1.0,-1.0,532,8_503,NP48_14,False
116,8,15,5160.0,0.95325203,-1.0,-1.0,389,8_116,NP48_15,False
111,8,16,5100.0,10.53658537,-1.0,-1.0,377,8_111,NP48_16,False
480,8,17,4880.0,5.26219512,-1.0,-1.0,73,8_480,NP48_17,False
478,8,18,4760.0,3.33943089,-1.0,-1.0,585,8_478,NP48_18,False
452,8,19,4720.0,1.38414634,-1.0,-1.0,100,8_452,NP48_19,False
476,8,20,4700.0,2.69308943,-1.0,-1.0,25,8_476,NP48_20,False
425,8,21,4620.0,3.38617886,-1.0,-1.0,158,8_425,NP48_21,False
397,8,22,4580.0,1.00813008,-1.0,-1.0,333,8_397,NP48_22,False
398,8,23,4580.0,0.48577236,-1.0,-1.0,231,8_398,NP48_23,False
499,8,24,4520.0,3.46341463,-1.0,-1.0,322,8_499,NP48_24,False
48,8,25,4380.0,0.7398374,0.268685882,0.221354167,643,8_48,NP48_25,False
405,8,26,4340.0,0.73780488,-1.0,-1.0,0,8_405,NP48_26,False
444,8,27,4320.0,0.49186992,-1.0,-1.0,563,8_444,NP48_27,False
492,8,28,4260.0,1.90853659,-1.0,-1.0,353,8_492,NP48_28,False
411,8,29,3980.0,0.31504065,-1.0,-1.0,145,8_411,NP48_29,False
0,8,30,3840.0,0.75813008,-1.0,-1.0,445,8_0,NP48_30,False
1,8,31,3840.0,0.47764228,0.31753786,0.104166667,420,8_1,NP48_31,False
441,8,32,2520.0,2.5,-1.0,-1.0,163,8_441,NP48_32,False
493,8,33,1960.0,1.22764228,-1.0,-1.0,60,8_493,NP48_33,False
370,8,34,1760.0,0.56707317,-1.0,-1.0,116,8_370,NP48_34,False
433,8,35,1660.0,2.36178862,-1.0,-1.0,487,8_433,NP48_35,False
130,8,36,1400.0,2.19308943,-1.0,-1.0,197,8_130,NP48_36,False
67,8,37,720.0,1.08739837,1.831949194,0.104166667,550,8_67,NP48_37,False
355,8,38,560.0,3.5995935,-1.0,-1.0,430,8_355,NP48_38,False
34,8,39,420.0,1.39634146,1.734245237,0.123697917,628,8_34,NP48_39,False
399,8,40,100.0,1.12195122,-1.0,-1.0,127,8_399,NP48_40,False
400,8,41,100.0,2.63414634,-1.0,-1.0,313,8_400,NP48_41,False
442,8,42,20.0,0.31504065,-1.0,-1.0,436,8_442,NP48_42,True
443,8,43,20.0,1.01829268,-1.0,-1.0,681,8_443,NP48_43,False
148,9,0,5620.0,3.8248337,-1.0,-1.0,175,9_148,NP49_0,False
131,9,1,5500.0,2.12652439,-1.0,-1.0,41,9_131,NP49_1,False
644,9,2,5320.0,4.80806541,-1.0,-1.0,535,9_644,NP49_2,False
637,9,3,5260.0,1.90618071,-1.0,-1.0,553,9_637,NP49_3,False
703,9,4,5240.0,1.48628049,-1.0,-1.0,196,9_703,NP49_4,False
665,9,5,5220.0,1.51122506,-1.0,-1.0,608,9_665,NP49_5,False
654,9,6,5140.0,4.67710643,-1.0,-1.0,27,9_654,NP49_6,False
112,9,7,5040.0,0.61737805,-1.0,-1.0,470,9_112,NP49_7,False
109,9,8,5020.0,3.18666851,-1.0,-1.0,540,9_109,NP49_8,False
699,9,9,5020.0,4.76025499,-1.0,-1.0,332,9_699,NP49_9,False
635,9,10,4960.0,5.44830931,-1.0,-1.0,335,9_635,NP49_10,False
85,9,11,4840.0,3.15133038,-1.0,-1.0,203,9_85,NP49_11,False
97,9,12,4840.0,10.93403548,-1.0,-1.0,249,9_97,NP49_12,True
90,9,13,4800.0,2.56929047,0.757205667,0.149739583,4,9_90,NP49_13,False
78,9,14,4720.0,0.55917406,1.63654128,0.279947917,82,9_78,NP49_14,False
646,9,15,4700.0,2.11405211,-1.0,-1.0,253,9_646,NP49_15,False
650,9,16,4640.0,37.36488359,-1.0,-1.0,432,9_650,NP49_16,False
642,9,17,4540.0,7.58314856,-1.0,-1.0,282,9_642,NP49_17,False
643,9,18,4500.0,4.73946785,-1.0,-1.0,263,9_643,NP49_18,False
66,9,19,4480.0,7.83883038,2.564728872,0.110677083,254,9_66,NP49_19,False
47,9,20,4380.0,2.15978381,1.148021495,0.130208333,632,9_47,NP49_20,True
666,9,21,4340.0,1.17863082,-1.0,-1.0,67,9_666,NP49_21,False
42,9,22,4320.0,4.1075388,3.541768442,0.01953125,621,9_42,NP49_22,False
652,9,23,4260.0,1.60060976,-1.0,-1.0,176,9_652,NP49_23,False
680,9,24,4240.0,9.90091463,-1.0,-1.0,103,9_680,NP49_24,False
39,9,25,4220.0,27.09187916,0.464093796,0.104166667,35,9_39,NP49_25,False
35,9,26,4200.0,7.65382483,2.027357108,0.17578125,361,9_35,NP49_26,False
695,9,27,4200.0,0.54670177,-1.0,-1.0,460,9_695,NP49_27,False
34,9,28,4180.0,0.95828714,1.734245237,0.123697917,628,9_34,NP49_28,False
681,9,29,4120.0,4.98891353,-1.0,-1.0,44,9_681,NP49_29,False
17,9,30,4040.0,5.63747228,0.31753786,0.299479167,142,9_17,NP49_30,False
24,9,31,4040.0,15.80861973,3.834880313,0.1171875,412,9_24,NP49_31,False
694,9,32,4020.0,2.68569845,-1.0,-1.0,416,9_694,NP49_32,False
13,9,33,3980.0,0.56748891,1.001465559,0.305989583,558,9_13,NP49_33,False
700,9,34,3920.0,33.43195676,-1.0,-1.0,295,9_700,NP49_34,False
2,9,35,3860.0,1.31998337,0.464093796,0.33203125,506,9_2,NP49_35,False
653,9,36,3840.0,11.52023282,-1.0,-1.0,492,9_653,NP49_36,False
408,9,37,3820.0,5.07621951,-1.0,-1.0,601,9_408,NP49_37,False
413,9,38,3820.0,5.70191242,-1.0,-1.0,672,9_413,NP49_38,False
406,9,39,3740.0,0.74210089,-1.0,-1.0,205,9_406,NP49_39,False
678,9,40,3720.0,6.99902993,-1.0,-1.0,355,9_678,NP49_40,False
698,9,41,3700.0,4.02023282,-1.0,-1.0,397,9_698,NP49_41,False
397,9,42,3680.0,1.03104213,-1.0,-1.0,333,9_397,NP49_42,False
645,9,43,3680.0,2.09326497,-1.0,-1.0,664,9_645,NP49_43,False
394,9,44,3600.0,7.30875831,-1.0,-1.0,46,9_394,NP49_44,False
704,9,45,3600.0,8.66407982,-1.0,-1.0,251,9_704,NP49_45,False
387,9,46,3540.0,3.58162417,-1.0,-1.0,297,9_387,NP49_46,False
677,9,47,3420.0,2.62541574,-1.0,-1.0,618,9_677,NP49_47,False
371,9,48,3340.0,0.90631929,-1.0,-1.0,26,9_371,NP49_48,False
367,9,49,3280.0,0.72339246,-1.0,-1.0,275,9_367,NP49_49,False
363,9,50,3260.0,3.04947339,-1.0,-1.0,223,9_363,NP49_50,False
696,9,51,3240.0,1.59853104,-1.0,-1.0,557,9_696,NP49_51,False
285,9,52,3140.0,5.23004435,-1.0,-1.0,591,9_285,NP49_52,False
271,9,53,3100.0,0.8481153,-1.0,-1.0,458,9_271,NP49_53,False
265,9,54,3080.0,1.40105322,-1.0,-1.0,131,9_265,NP49_54,False
237,9,55,3000.0,1.13705654,-1.0,-1.0,393,9_237,NP49_55,False
217,9,56,2980.0,6.0261918,-1.0,-1.0,64,9_217,NP49_56,False
664,9,57,2820.0,1.58398004,-1.0,-1.0,214,9_664,NP49_57,False
691,9,58,2820.0,2.26787694,-1.0,-1.0,600,9_691,NP49_58,False
181,9,59,2800.0,1.90825942,-1.0,-1.0,329,9_181,NP49_59,False
176,9,60,2720.0,4.77272727,-1.0,-1.0,219,9_176,NP49_60,False
697,9,61,2620.0,1.0559867,-1.0,-1.0,53,9_697,NP49_61,False
648,9,62,2600.0,1.78769401,-1.0,-1.0,191,9_648,NP49_62,False
558,9,63,2180.0,4.34035477,-1.0,-1.0,656,9_558,NP49_63,False
160,9,64,1940.0,4.04101996,-1.0,-1.0,564,9_160,NP49_64,False
150,9,65,1800.0,5.07206208,-1.0,-1.0,404,9_150,NP49_65,False
140,9,66,1700.0,0.58619734,-1.0,-1.0,545,9_140,NP49_66,False
141,9,67,1700.0,1.13705654,-1.0,-1.0,93,9_141,NP49_67,False
577,9,68,1700.0,0.55293792,-1.0,-1.0,72,9_577,NP49_68,False
685,9,69,940.0,6.87014967,-1.0,-1.0,306,9_685,NP49_69,False
675,9,70,900.0,1.01649113,-1.0,-1.0,136,9_675,NP49_70,False
673,9,71,640.0,0.92710643,-1.0,-1.0,74,9_673,NP49_71,False
550,9,72,340.0,0.50304878,-1.0,-1.0,359,9_550,NP49_72,False
561,9,73,340.0,0.81277716,-1.0,-1.0,659,9_561,NP49_73,False
683,9,74,300.0,7.44803215,-1.0,-1.0,457,9_683,NP49_74,False
657,9,75,220.0,2.66906874,-1.0,-1.0,474,9_657,NP49_75,True
14,9,76,180.0,2.70440687,2.173913043,0.0390625,94,9_14,NP49_76,False
693,9,77,20.0,6.52924058,-1.0,-1.0,55,9_693,NP49_77,False
